"Прибор для заживления кожи от укусов насекомых Beurer IS 40","<p> </p><p>Как говорил Пушкин: «Любил бы я лето, кабы не зной и пыль, да комары да мухи!», прекрасные дни могут быть безнадежно испорчены укусами насекомых. Но сейчас зима, и думать о насекомых нам некогда: Новый год на носу. Но вспомните народную мудрость о санях, которые готовятся летом. Возможно, <strong>прибор для заживления кожи от укусов насекомых Beurer IS 40,</strong> будет полезным подарком для следующего сезона.</p><p>Что такое укусы насекомых? Это выпускание яда. Ядовитые вещества, которые отпечатываются на коже красными воспалениями, припухлостями, состоят, как правило, из молекул белка. Так, после укуса, например, комара, мы видим характерную припухлость, место укуса начинает зудеть, и расчесы только ухудшают процесс заживления. <strong>Прибор для заживления кожи от укусов насекомых Beurer IS 40</strong> поможет вам избавиться от неприятных ощущений в два счета! </p><p>Его действие основано на разрушении молекул белка под действием тепла. </p><p>При превышении температуры белки изменяют свою молекулярную структуру, теряют свою функцию, и человек идет на поправку. Тепло воздействует на болевые рецепторы в месте лечения, уменьшая зуд. Тепловой эффект <strong>прибора для заживления кожи от укусов насекомых Beurer IS 40 </strong>заключается в расщеплении яда под действие высоких температур. Эффективность прибора подтверждена клиническими исследованиями. Так 74% всех испытуемых после применения прибора чувствовало заметное улучшение относительно зуда, жжения и боли, 64% ощущали укус насекомого через 24 часа как «полностью исчезнувший», а 20% чувствовали себя значительно лучше!</p><p>Приобретая прибор для заживления кожи от укусов насекомых Beurer IS 40, вы получаете альтернативную и не менее эффективную замену традиционным медикаментам. </p><p><b></b></p><p><b>Технические характеристики:</b></p><ul type=disc><li>Время нагревания при комнатной температуре 25сек <li>Дисплей с подсветкой <li>Питание: батарейки 9 В <li>Вес: 37 грамм</li></ul><p><b>Производитель: </b>Beurer (Германия)</p><p><b>Гарантия</b>: 2 года</p>","800","http://profit-shop.ru/shop/UID_709.html","d8abd6d597db58fb02240b170997e9ba.jpeg"
"Джакузи Turbo Spa","<p>Вы любите принимать ванну? А ароматическую или с пеной? Или с пузырьками как в джакузи? Для большинства людей приобретение огромной ванны с джакузи довольно дорогостоящее удовольствие, к тому же она требует большого пространства и особых условий ухода. Но времена изменились, и <strong>массажер для ванны Turbo Spa </strong>, все что нужно, чтобы прочувствовать те же моменты наслаждения. </p><p><b>Джакузи </b><b>Turbo </b><b>Spa </b>представляет собой небольшой прибор, который крепится к самой обыкновенной ванне. Вы просто включаете его и ложитесь в теплую воду, предвкушая момент блаженства.</p><p>Два режима <strong>массажера Turbo Spa </strong>– пузырьковый и струйный – делают процесс гидромассажа разнообразным и таким образом еще более приятным. Только представьте, как тысячи пузырьков разбегаются по воде, обволакивая ваше тело, а потом, после того как вы переключите режим, журчащие струи приятно разминают кожу. Поднятое настроение, ощущение бодрости гарантировано. К тому же массажер Turbo Spa способствует снижению веса и борется с целлюлитом. Он улучшает работу венозной и лимфатической систем, активизирует процесс кровообращения, обмена веществ. </p><p>Процедура проведения гидромассажа хорошо сказывается на оздоровлении кожи: структура ее выравнивается, цвет становится ровный. Это происходит за счет насыщения клеток эпидермиса кислородом, а вместе с ним питательными веществами. Одновременно пузырьки воздуха и теплые струи воды выводят из организма шлаки и токсины, укрепляя иммунитет.</p><p>Удобное крепление в ванной и безопасность в использовании является для <b>Джакузи </b><b>Turbo </b><b>Spa </b>дополнительным преимуществом.</p><p>Получайте удовольствие от гидромассажа дома, умейте баловать себя! С массажером <b>Джакузи </b><b>Turbo </b><b>Spa </b>это стало проще и дешевле.</p><p><b>Технические характеристики:</b><br><br></p><ul type=disc><li>Безопасное напряжение: 13 В <li>Питание: напряжение 220 В, частота 50-60 Гц AC-13 В <li>Потребляемая мощность: 60 Вт <li>Режим работы: время использования 20 минут/перерыв 5 минут <li>Вес: 2 кг</li></ul><p><b>Производитель:</b> Китай</p><p><b>Гарантия:</b> 1 год</p>","1650","http://profit-shop.ru/shop/UID_1017.html","a0465b697a2a6890876c9206b6c3df81.jpeg"
"Аппликатор офтальмологический АМГБФ-01 (Маска молодости)","<p>Во многом возраст человека можно определить, всего лишь взглянув на его лицо. <strong>«Маска молодости» АМГБФ-01</strong>, основанная на действии магнитотрапии, заменяет ежедневное применение кремов, походы к косметологу и массаж лица. Под воздействием магнитного поля улучшается упругость кожи, разглаживаются морщинки, убирается отечность и темные круги под глазами.</p><p>Офтальмологический аппликатор состоит из 11 эластомагнитов, расположенных в области круговой мышцы глаза и брови, именно здесь расположены биологически активные точки. В основе работы устройства лежит принцип восточного точечного массажа и рефлексотерапия. Маска не только улучшает структуру кожи, но и применяется для лечения конъюнктивита, снятия головной боли, улучшения памяти и общего состояния организма.<br>Применение аппликатора можно сочетать с другими лекарственными средствами.</p><p>Перед тем как начать использовать маску обязательно очистите лицо от косметики. Далее следует наложить аппликатор на лицо и застегнуть на затылке. Для достижения лучшего эффекта использовать маску следует не менее одного часа в день.</p><p>Противопоказания: магнитная невосприимчивость, беременность</p><p>Остановите старение – ежедневно применяйте <strong>маску молодости АМГБФ-01!</strong></p>","400","http://profit-shop.ru/shop/UID_2435.html","b28c4d038bc7d9131d05eb4a8f2200c7.jpeg"
"Прибор Sanitas SUV25 (контроль загара)","<p>Красивая загорелая кожа – мечта многих женщин и мужчин. Но не всегда загар получается таким ровным, как бы этого хотелось. <strong>Прибор Sanitas SUV25</strong> поможет определить степень загара для всех типов кожи и предотвратит нежелательные результаты приема солнечной ванны.</p><p><b>Производство:</b> Германия</p><p><b>Гарантия:</b> 1 год</p>","980","http://profit-shop.ru/shop/UID_2908.html","6b871812d7971c2b8d95f245df97dcb0.jpeg"
"Набор для парафинотерапии Gezatone WW3900","<p>Набор для парафинотерапии от французской фирмы Gezanne поможет вашей коже дольше оставаться здоровой и красивой. Не зря парафиновую терапию заслуженно считают одной из базовых процедур в косметологии.</p><p>В комплект входит все необходимое для проведения сеанса: ванна-нагреватель, парафин, 30 защитных пакетов, термоварежки, сетевой кабель и инструкция по эксплуатации. Парафинотерапия обеспечит правильный уход за вашей кожей, снимет боли в суставах и мышцах, разгладит морщины и т.д.</p><p><b>Комплектация: </b></p><ul type=disc><li>ванна-нагреватель, <li>парафин, <li>защитные пакеты 30шт., <li>термоварежки, <li>сетевой кабель, <li>инструкция по эксплуатации. </li></ul><p><b>Показания для использования процедур парафинотерапии:</b></p><ul type=disc><li>Нежный уход за кожей рук, ног и лица; <li>Снятие болей в суставах и мышцах; <li>Восстановление кожи на руках и ногах с помощью теплого косметического парафина; <li>Смягчение и увлажнение кожи; <li>Разглаживание морщин и лифтинг кожи; <li>Снятие спазмов; <li>Гидратация и питание кожи. </li></ul><p><b>Этапы процедуры: </b></p><ol type=1><li>На поверхность кожи наносится коллагеновый крем, глубоко увлажняющий и питающий кожу. <li>Кисти или стопы погружаются несколько раз в теплый парафин до образования “парафиновой перчатки”. <li>После погружения наденьте защитные пакеты и термоварежки, удерживающие тепло, для получения наилучшего эффекта, оставьте максимум на 30 минут. <li>По истечении 30 минут, снимите варежки, затем защитные пакеты с остатками парафина. </li></ol><p><b>Производитель:</b> Gezanne I.T.C.</p><p><b>Страна:</b> Франция.</p><p><b>Гарантия:</b> 1 год со дня продажи.</p>","3500","http://profit-shop.ru/shop/UID_12261.html","d1fb34c81afadb8c380da4cc76fd7921.jpeg"
"Набор для парафинотерапии Gezatone WW3500","<p>Набор для парафинотерапии – отличное средство по уходу за вашей кожей. Эффект воздействия парафина сильнее, чем у увлажняющего крема, с ним легче поддерживать упругость кожного покрова, увлажнять его, выводить токсины и разглаживать морщины. </p><p>Тепловой эффект процедуры в сочетании с некоторыми добавками даже позволяет бороться с лишним весом и целлюлитом. Как известно, парафин ценится своей большой теплоемкостью и низкой теплопроводностью, поэтому он отдает тепло маленькими порциями постепенно повышая температуру кожи. Создается некий «парниковый эффект», способствующий обильному увлажнению и детоксикации. Снимается боль и напряжение в мышцах и суставах, стимулируется кровоток.</p><p><b>Комплектация:</b></p><ul type=disc><li>Нагреватель парафина, модель WW3500 1 шт. <li>Утепляющие рукавички 1 к-т. <li>Защитные пакеты 30 шт. <li>Инструкция по эксплуатации 1 шт. </li></ul><p><b>Эффекты парафинотерапии:</b></p><ul type=disc><li>увлажнение кожи <li>улучшение внешнего вида кожи <li>улучшение питания и обмена веществ в клетках эпидермиса <li>устранение раздражений и шелушения <li>уменьшение количества морщин <li>устранение отеков </li></ul><p><b>Противопоказания:</b></p><ul type=disc><li>При гноящихся инфекциях, фурункулезе, сихозе, ранах в области наложения. <li>При варикозном расширении вен и тромбофлебите в области наложения. <li>На участках кожи с нарушением чувствительности. <li>Чувствительным к высокой температуре пациентам следует предварительно проверить реакцию кожи на расплавленный парафин и, при необходимости, подобрать наиболее комфортную температуру. </li></ul><p><b>Технические характеристики: </b></p><ul type=disc><li>Напряжение: ~220 B, 50 Гц <li>Потребляемая мощность не более 250 Вт <li>Температура парафина: в режиме готовности: 52...58 °С; при плавлении: 60...70 °С <li>Диапазон рабочих температур: +18...35 °С при влажности 25...85% </li></ul><p><b>Производитель:</b> Gezanne I.T.C.</p><p><b>Страна:</b> Франция.</p><p><b>Гарантия:</b> 1 год со дня продажи.</p>","2950","http://profit-shop.ru/shop/UID_12262.html","026c767a470a9855a7c4d8e96942313d.jpeg"
"Антицеллюлитный массажер Rio Cellulight лазерный","<p>В основе работы <b>антицеллюлитного массажера</b> лежит воздействие лазера в сочетании с запатентованным комплексом липоредуктила с кофеином. Последний начинает эффективно стимулировать метаболические процессы, происходящие на клеточном уровне. В результате усиливается микроциркуляция, устраняются проявления целлюлита, а кожа становится гладкой и эластичной.</p><p>Британский продукт <b>Rio Cellulight </b>применяется в зонах бедер и ягодиц. Не рекомендуется применять курс более 10 дней. После перерыва сеансы можно возобновить. Промежуток времени между процедурами должен составлять не менее 6 часов.</p><p><b>Комплектация:</b></p><ul type=disc><li>Корпус - подставка. 1 шт. </li><li>Манипула с лазерным излучателем. 1 шт. </li><li>Гибкий соединительный шнур. 1 шт. </li><li>Сетевой адаптер. 1 шт. </li><li>Инструкция. 1 шт. </li><li>Батарея. 1 шт. </li><li>Сыворотка. 1 шт. </li><li>Ночной крем активного действия. 1 шт. </li><li>Упаковка</li></ul><p><b>Ингредиенты сыворотки:</b> деионизированная вода, глицерин, лецитин, кофеин, малтодекстрин, кварц, экстракт плюща, карнитин, трипептид 1, ксантан, карраген, хондрус криспус, ЕДТА, феноксэтанол, этилпарабен, метилпарабен, пропиленпарабен, бутилпарабен, изобутилпарабен, имидазолин уреа, глицерин, пропиленгликоль, корица, карбомер, диазолидинил, иодопропинил бутил карбамат, триетаноламин. </p><p><b>Ингредиенты крема:</b> деионизированная вода, глицерин, лецитин, кофеин, мальтодекстрин, кварц, экстракт плюща, карнитин, трипептид 1, карраген, хондрус криспус, ЕДТА, феноксэтанол, метилпарабен, этилпарабен, пропиленпарабен, бутилпарабен, изобутилпарабен, имидазолин уреа, глицерин, парафиновое масло, стеариновая кислота, глицерил моностеарат, изопропил палмитат, триетаноламин, цетиловый спирт, диазолидинил уреа, йодопропинил, бутил карбомат, метилпарабен, 2,6-Di-трет-бутил-пара-крезол, карбомер, диазолидинил, триетаноламин, бензофенон-4.</p><p><b>Производитель:</b> The Dezac Group.</p><p><b>Страна:</b> Великобритания.</p><p><b>Гарантия:</b> 1 год со дня продажи.</p>","7000","http://profit-shop.ru/shop/UID_15151.html","e85adf7fbae74f1d97f7f53afe821bca.jpeg"
"Аппарат для микродермабразии Rio Crystal Renew, в домашних условиях","<p>Действие <b>аппарата для микродермабразии </b>оказывает благотворное влияние на повышение тонуса кожи, уменьшает глубину морщин, сужает расширенные поры, очищает жирную кожу и осветляет пигментные пятна. Процедура микродермабразия – отличная альтернатива лазерному или химическому пилингам.</p><p>В основе работы <b>Rio Crystal Renew</b> лежат действия вакуума и микрокристаллического порошка, подающегося под давлением через приводную трубку из контейнера. Попавшие на кожу кристаллы начинают активно отшелушивать отмерший эпидермис. Далее через отводное отверстие отработанные кристаллы и отшлифованные клетки попадают в специальную трубку и затем в пустой контейнер для отработанного порошка. Частота выполнения и продолжительность процедур зависит непосредственно от типа кожи и ее проблемы.</p><p><b>Комплектация:</b></p><ul type=disc><li>Аппарат для микродермабразии </li><li>Подающий контейнер с микрокристаллами </li><li>Приемный контейнер с микрокристаллами </li><li>Сетевой адаптер </li><li>DVD диск м видео инструкцией </li><li>Руководство пользователя</li></ul><p><b>Ожидаемые эффекты:</b></p><p><b></b></p><ul type=disc><li>уменьшение гиперпигментации </li><li>уменьшение мелких морщин </li><li>сглаживание рельефа кожи </li><li>повышение тонуса и упругости кожи </li><li>улучшение цвета лица и текстуры кожи </li><li>стимуляция выработки коллагена </li><li>глубокая и безболезненная очистка кожи </li><li>уменьшение расширенных пор </li><li>устранение комедонов</li></ul><p><b>Преимущества микродермабразии:</b></p><ul type=disc><li>безболезненность </li><li>бескровность </li><li>быстрое восстановление кожи после процедуры </li><li>стойкий результат </li></ul><p><b>Проведение процедуры:</b></p><ul type=disc><li>За 24 часа до выполнения процедуры рекомендуется выполнить тест на переносимость. Начините выполнение процедуры на небольшом участке кожи при минимальной мощности. При отсутствии реакций кожи можно начинать выполнение процедуры по всему лицу. </li><li>Продолжительность процедуры по лицу составляет 10 минут. </li><li>Процедура выполняется по сухой, предварительно очищенной коже. </li><li>Включите аппарат и начните выполнение процедуры при оптимальной для Вас мощности. </li><li>Поднесите манипулу к коже для активации вакуумной компрессии и подачи микрокристаллического порошка. Выполняйте движения манипулой плавно, от центра к периферии, вдоль массажных линий. </li><li>После завершения пилинга удалите остатки порошка сначала мягкой сухой кисточкой, затем ватными дисками, смоченными успокаивающим или увлажняющим тоником. </li><li>Интервал между выполнением процедур на одном и том же участке должен составлять не менее 7 дней. </li></ul><p><b>Производитель:</b> The Dezac Group.</p><p><b>Страна:</b> Великобритания.</p><p><b>Гарантия:</b> 1 год со дня продажи.</p>","9600","http://profit-shop.ru/shop/UID_15152.html","eca08c4a3b6dd9f14a8c6a6eb63ca7b8.jpeg"
"Миостимулятор Face Slendertone для подтяжки кожи лица","<p><b>Миостимулятор </b><b>Slendertone </b><b>Face</b> относят к аппаратам премиум класса. Он предназначен для: комплексного ухода за кожей лица, безоперационной подтяжки лица, повышения тонуса мимических мышц, сглаживания мимических морщин, а также улучшения внешнего вида и цвета кожи.</p><p>В устройстве используется технология EMS (электромиостимуляция), прошедшая все клинические испытания. Во время работы стимулируется работа всех лицевых мышц, что приводит к их заметному укреплению. Также происходит естественный безоперационный лифтинг, устраняется обвисание кожи, вызванное потерей упругости и разглаживаются мимические морщины. За одну процедуру, которая длится всего 20 минут, выполняется три профессиональных косметологических программы: лифтинг мимических мышц; улучшение обмена веществ в клетках кожи и массаж.</p><p><b>Описание программ:</b></p><ul type=disc><li>Программа 1 (лифтинг) позволяет тонизировать и укреплять мышцы лица, а также укрепить и разгладить кожу нижней части лица для придания более молодого вида. Для видимого омолаживающего эффекта рекомендуется выполнять программу лифтинга курсом в течение 12 недель (5 раз в неделю не менее 20 мин. в день). </li><li>Программа 2 (здоровый цвет лица) позволяет ускорить микроциркуляцию кожи лица, тем самым придать ей здоровый, свежий вид. Эта программа может использоваться в качестве экспресс процедуры \на выход\", для получения быстрых видимых результатов. </li><li>Программа 3 (расслабляющий массаж) деликатно воздействует на лицевые мышцы, даря Вам несравненные моменты релаксации, расслабляя спазмированные мышцы, тем самым способствуя разглаживанию морщин и складок. </li></ul><p><b>Противопоказания:</b></p><ul type=disc><li>При наличии электронного имплантата (например, электрокардиостимулятора). </li><li>Во время беременности </li><li>При онкологическом заболевании, эпилепсии или если Вы находитесь под медицинским наблюдением по поводу когнитивной дисфункции. </li><li>Аппарат находится близко (на расстоянии 1 м и ближе) от коротковолнового или микроволнового терапевтического оборудования. </li><li>Вы подключены к высокочастотному импульсному хирургическому оборудованию. </li></ul><p><b>Комплектация:</b></p><ul type=disc><li>Электронный блок. </li><li>Миостимулятор Slendertone Face. </li><li>Клейкие гелевые электроды Х 24 (12 пар). </li><li>Зарядное устройство Slendertone. </li><li>Коробка. </li><li>Руководство пользователя.</li></ul><p><b>Производитель</b><b>:</b> Bio-Medical Research Ltd.</p><p><b>Страна:</b> Ирландия.</p><p><b>Гарантия:</b> 1 год.</p>"","13900","http://profit-shop.ru/shop/UID_15153.html","762c653f3103724bc7a81e305f1935d9.jpeg"
"Бигуди электрические Binatone HR-20 Black Purple","<p>Прямые волосы смотрятся очень красиво и элегантно, но бывают моменты, когда хочется поэкспериментировать и завить локоны. <b>Бигуди электрические </b><b>Binatone </b><b>HR-20 </b><b>Black </b><b>Purple </b>помогут воплотить фантазии в жизнь. В комплекте идут 20 бигуди 3-х видов с защелкивающимися зажимами: 6 шт. большого диаметра, 6 – среднего и 8 – маленького. На одной из бигуди каждого размера размещен индикатор нагрева. Среди особенностей модели: покрытие Velcro для лучшей фиксации волос на бигуди, вращающаяся сердцевина, защита от перегрева. Компания Binatone - один из ведущих мировых производителей мелкой и средней бытовой техники, представляющий широкий ассортимент различных товаров для дома и офиса. Продукция фирмы отличается высоким качеством, оригинальным дизайном и интересными цветовыми решениями.</p><p><b>Характеристики:</b></p><ul type=disc><li>Мощность: 360 Вт; <li>20 бигуди с защелкивающимися зажимами; <li>3 размера: 8 маленького, 6 среднего и 6 большого диаметра; <li>Запатентованное покрытие VELCRO для лучшей фиксации волос на бигуди; <li>Вращающаяся сердцевина; <li>Индикатор нагрева на одной бигуди каждого размера; <li>Защита от перегрева; <li>Цвет: черный и сиреневый; <li>Вес: 1,9 кг.</li></ul><p><b>Производитель: </b>Binatone.</p>","1600","http://profit-shop.ru/shop/UID_6814.html","6e44ecb4d824649a428e6f37c98ceedb.jpeg"
